10045,2013,New Hope Christian Church,63-0699330,5748 County Rd 33,,36047-5718,Letohatchee,AL,P O Box 537,,36040-0537,Hayneville,AL,Lowndes,,(334) 548-2504,(334) 548-2504,newhope25@htcnet.net,,Alabama-Northwest Florida,4,Y,joneshoward1951@gmail.com,88,00:00.0,32.08659522,-86.56512491,High
10046,2011,Salem Christian Church,,40 Salem Rd,,36047,Letohatchee,AL,P O Box 305,,36040-0305,Hayneville,AL,Lowndes,,(334) 324-4338,,,,Alabama-Northwest Florida,4,Y,,0,00:00.0,32.02542877,-86.60812378,Medium
10047,2011,Mount Pleasant Christian Church,,County Rd 37 (Flowers Rd),,36052,Mathews,AL,P O Box 2161,,36102-2161,Montgomery,AL,Montgomery,,(334) 546-9266,,,,Alabama-Northwest Florida,4,Y,dano57@charter.net,0,00:00.0,32.26118851,-86.00337219,High
10048,2011,Braggs Christian Church,63-0752067,119 Hooks Rd,,36761-4201,Minter,AL,6011 Crook Rd,,36761-4201,Minter,AL,Dallas,,,,,,Alabama-Northwest Florida,4,Y,,0,00:00.0,31.99389808,-86.57115385,High
10049,2013,Azalea Hills Christian Church,63-0713247,9191 Cottage Hill Rd,,36695-8005,Mobile,AL,9191 Cottage Hill Rd,,36695-8005,Mobile,AL,Mobile,,(251) 633-6161,(251) 633-2987,ahccdoc@bellsouth.net,,Alabama-Northwest Florida,5,Y,,175,00:00.0,30.63988142,-88.25771548,High
10052,2013,First Christian Church,63-0351562,1705 Taylor Rd,,36117-3468,Montgomery,AL,1705 Taylor Rd,,36117-3468,Montgomery,AL,Montgomery,,(334) 270-1320,(334) 270-1349,jlongshore@fccmontgomery.org,www.fccmontgomery.org,Alabama-Northwest Florida,4,Y,sdiamond@fccmontgomery.org,160,00:00.0,32.353134,-86.171051,High
10057,2013,River View First Christian Church,63-0863098,"1465 California St, P O Box 1497",,36854-1497,Valley,AL,P O Box 1497,,36854-1497,Valley,AL,Lee,,(334) 756-3538,,djustiss@charter.net,,Alabama-Northwest Florida,3,Y,,68,00:00.0,32.786842,-85.14666,High
10060,2013,First Christian Church,63-0862083,"22621 J A Racine Rd, P O Box 1068",,36567-1068,Robertsdale,AL,P O Box 1068,,36567-1068,Robertsdale,AL,Baldwin,,(251) 947-7772,,,,Alabama-Northwest Florida,5,Y,thomas.k.stephenson@navy.mil,27,00:00.0,30.60420468,-87.62788251,High
10061,2013,Oakmont Christian Church,63-0882655,424 Oakmont St,,36571-3231,Saraland,AL,424 Oakmont St,,36571-3231,Saraland,AL,Mobile,,,,,,Alabama-Northwest Florida,5,Y,Rawls1936@aol.com,50,00:00.0,30.812107,-88.075752,High
10064,2013,Macedonia Christian Church,63-0887650,2685 Macedonia Rd,,36078-4891,Tallassee,AL,2685 Macedonia Rd,,36078-4891,Tallassee,AL,Elmore,,(334) 283-4772,,,,Alabama-Northwest Florida,3,Y,,107,00:00.0,32.5855089,-85.85834205,High
10065,2013,First Christian Church,63-0418521,627 Paul W Bryant Dr,,35401-2006,Tuscaloosa,AL,627 Paul W Bryant Dr,,35401-2006,Tuscaloosa,AL,Tuscaloosa,,(205) 758-2968,(205) 758-5871,tuscfcc@bellsouth.net,www.tuscaloosafcc.org,Alabama-Northwest Florida,2,Y,,75,00:00.0,33.205696,-87.545044,High
10066,2013,Mount Calvary Missionary Church,63-6105153,"1504 Bruce St, P O Box 1349",,36087-1349,Tuskegee Institute,AL,P O Box 1349,,36087-1349,Tuskegee Institute,AL,Macon,,(334) 727-1006,,,,Alabama-Northwest Florida,3,Y,obhead@hotmail.com,45,00:00.0,32.42803104,-85.71640626,High
10067,2013,Union Christian Church,63-0862771,1111 County Rd 69,,36083-9115,Tuskegee,AL,1111 County Rd 69,,36083-9115,Tuskegee,AL,Macon,,(334) 727-2556,,unionchurch@mindspring.com,www.UnionChristianChurch.com,Alabama-Northwest Florida,3,Y,dannysandra2002@yahoo.com,129,00:00.0,32.4392467,-85.56908861,High
10068,2013,First Christian Church,63-0862373,"7281 Highway 36 E, P O Box 68",,35775-0068,Valhermoso Springs,AL,P O Box 68,,35775-0068,Valhermoso Springs,AL,Morgan,,(256) 778-7921,,,www.fccvalhermoso.org,Alabama-Northwest Florida,1,Y,mickey@tvpinc.com,80,00:00.0,34.50079992,-86.68606304,High
10069,2013,Mount Zion Christian Church,63-0952608,601 Freedom Rd,,36040-4422,Hayneville,AL,191 Jackson Rd,,36040-4422,Hayneville,AL,Lowndes,,(334) 874-8979,,,,Alabama-Northwest Florida,4,Y,,101,00:00.0,32.28530869,-86.72173373,High
10071,2013,New Bethel Christian Church,63-1006998,737 Old Central Rd,,36037-6146,Greenville,AL,737 Old Central Rd,,36037-6146,Greenville,AL,Butler,,(334) 382-0977,,,,Alabama-Northwest Florida,4,Y,,102,00:00.0,31.80381596,-86.56826645,High
10074,2013,United Christian Church,63-0864895,1116 Edgar D Nixon Ave,,36104-4842,Montgomery,AL,1116 Edgar D Nixon Ave,,36104-4842,Montgomery,AL,Montgomery,,(334) 262-3382,,unitedchristianchurch1116@gmail.com,,Alabama-Northwest Florida,4,Y,laruesmith@wildblue.net,41,00:00.0,32.361469,-86.313423,High
10076,2013,Madison Christian Church,63-0987080,1400 Hughes Rd,,35758-8742,Madison,AL,1400 Hughes Rd,,35758-8742,Madison,AL,Madison,,(256) 837-8182,(256) 837-1983,info@madisondisciples.org,www.madisondisciples.org,Alabama-Northwest Florida,1,Y,,0,00:00.0,34.743763,-86.742432,High
10078,2013,Grace Christian Church,63-1188663,869 Hwy 52,,35080-7743,Helena,AL,869 Hwy 52,,35080-7743,Helena,AL,Shelby,,(205) 426-1233,,dcampbell@gracechristianchurch.org,www.gracechristianchurch.org,Alabama-Northwest Florida,2,Y,ptommy2@att.net,96,00:00.0,33.29034179,-86.83874309,High
10079,2013,South Baldwin Christian Church,20-5669056,19489 W Keller Rd,,36535-3918,Foley,AL,19489 W Keller Rd,,36535-3918,Foley,AL,Baldwin,,(251) 424-7923,,,,Alabama-Northwest Florida,5,Y,timmclarke@gmail.com,40,00:00.0,30.341478,-87.691856,High
10080,2013,Grateful Life Community Church,20-0556964,"207 Oakwood Ave NW, P O Box 2481",,35804-2481,Huntsville,AL,P O Box 2481,,35804-2481,Huntsville,AL,Madison,,(256) 479-0150,,glcc.huntsville@gmail.com,www.gratefullife.org,Alabama-Northwest Florida,0,Y,sbirney@knology.net,93,00:00.0,34.74913828,-86.58496588,High
10081,2013,Iglesia Cristiana de Anniston,38-3750447,1327 Leighton Ave,,36207-4668,Anniston,AL,1327 Leighton Ave,,36207-4668,Anniston,AL,Calhoun,,(256) 236-1316,(256) 236-1791,discipulosdeanniston@live.com,,Alabama-Northwest Florida,0,Y,carloserik@live.com,18,00:00.0,33.661991,-85.824608,High
10082,2013,Ambassadors for Christ,,822 South St,,36037-1836,Greenville,AL,822 South St,,36037-1836,Greenville,AL,Butler,,,,,,Alabama-Northwest Florida,0,Y,,23,00:00.0,31.83117986,-86.63686931,High
10083,2011,New Salem Christian Church,,"133 W Tuskeena St, P O Box 384",,36040-0384,Hayneville,AL,P O Box 384,,36040-0384,Hayneville,AL,Lowndes,,(334) 324-4338,,newsalemchristianchurch@yahoo.com,,Alabama-Northwest Florida,4,F,ministerwjsmithdiscipleofchrist@yahoo.com,22,00:00.0,32.18395874,-86.58272624,High
10085,2013,Primera Iglesia Cristiana,,2600 Cherokee Pl,,35216-1010,Birmingham,AL,2600 Cherokee Pl,,35216-1010,Birmingham,AL,Jefferson,,(205) 879-0419,,palmarito8433@gmail.com,,Alabama-Northwest Florida,2,F,,0,00:00.0,33.470028,-86.761719,High
19001,2011,Christian Church (Disciples of Christ) in Alabama-NW Florida,63-0336353,861 Hwy 52,,35080-7743,Helena,AL,861 Hwy 52,,35080-7743,Helena,AL,73,,(205) 425-5245,(205) 425-5246,alnwfl@aol.com,www.alnwfldisciples.org,Alabama-Northwest Florida,99,R,jpmobley2@aol.com,NULL,NULL,33.2901936,-86.83938213,High
20007,2011,First Christian Church,92-0041704,3031 LaTouche St,,99508-4202,Anchorage,AK,3031 LaTouche St,,99508-4202,Anchorage,AK,Anchorage Borough,,(907) 272-0615,(907) 272-1902,office@fccanchorage.org,www.fccanchorage.org,Northwest,1,Y,paul@fccanchorage.org,142,00:00.0,61.192837,-149.859482,High
30002,2013,First Christian Church,86-0192932,6242 N 59th Ave,,85301-2359,Glendale,AZ,6242 N 59th Ave,,85301-2359,Glendale,AZ,Maricopa,,(623) 937-2359,(623) 696-3562,office@fccglendale.com,www.fccglendale.com,Arizona,1,Y,jantrulock@msn.com,85,00:00.0,33.528736,-112.187386,High
30003,2013,First Christian Church,86-0387030,"401 S Broad St, P O Box 1241",,85502-1241,Globe,AZ,P O Box 1241,,85502-1241,Globe,AZ,Gila,,(928) 425-5610,,fccglobe@cableone.net,,Arizona,1,Y,drrrhoward@cox.net,62,00:00.0,33.3931274,-110.7848467,High
30004,2013,Community Christian Church,86-0341951,"13610 N Sandario Rd, P O Box 26",,85653-0026,Marana,AZ,P O Box 26,,85653-0026,Marana,AZ,Pima,,(520) 682-4201,(520) 638-8867,office@maranadisciples.org,www.MaranaDisciples.org,Arizona,1,Y,pastor@maranadisciples.org,55,00:00.0,32.453644,-111.216385,High
30006,2013,East Mesa Christian Church,86-0359720,706 S Greenfield Rd,,85206-2027,Mesa,AZ,706 S Greenfield Rd,,85206-2027,Mesa,AZ,Maricopa,,(480) 830-3474,(480) 830-8810,peggypepers@emccaz.org,www.emccaz.org,Arizona,1,Y,pastordave@emccaz.org,164,00:00.0,33.402752,-111.73735,High
30007,2013,First Christian Church,86-0191448,805 N Country Club Dr,,85201-4105,Mesa,AZ,805 N Country Club Dr,,85201-4105,Mesa,AZ,Maricopa,,(480) 833-7312,(480) 833-7312,office@mesadisciples.org,www.mesadisciples.org,Arizona,1,Y,pastor@mesadisciples.org,84,00:00.0,33.42993401,-111.8399144,High
30008,2013,Larkspur Christian Church,86-6092766,3302 W Larkspur Dr,,85029-2241,Phoenix,AZ,3302 W Larkspur Dr,,85029-2241,Phoenix,AZ,Maricopa,,(602) 866-7161,(602) 866-9695,larkspurcc@qwestoffice.net,www.larkspurchurch.org,Arizona,1,Y,jjlcobos@aol.com,52,00:00.0,33.599564,-112.129852,High
30011,2013,Foothills Christian Church,86-0113028,3951 W Happy Valley Rd,,85310-3278,Glendale,AZ,3951 W Happy Valley Rd,,85310-3278,Glendale,AZ,Maricopa,,(623) 516-9192,(623) 434-0915,foothillschristianchurch@gmail.com,www.foothillsdisciples.com,Arizona,1,Y,foothillsdale@gmail.com,242,00:00.0,33.71190262,-112.1444397,High
30012,2013,First Christian Church,86-0454788,1230 Willow Creek Rd,,86301-1428,Prescott,AZ,1230 Willow Creek Rd,,86301-1428,Prescott,AZ,Yavapai,,(928) 445-7877,(928) 445-7877,,none,Arizona,1,Y,krafthaus2008@gmail.com,18,00:00.0,34.56612,-112.482887,High
30013,2013,First Christian Church,86-0215958,7405 E McDonald Dr,,85250-6017,Scottsdale,AZ,7405 E McDonald Dr,,85250-6017,Scottsdale,AZ,Maricopa,,(480) 948-5636,(480) 991-3659,office@fccscottsdale.org,www.fccscottsdale.org,Arizona,1,Y,pastor@fccscottsdale.org,237,00:00.0,33.523254,-111.921181,High
30014,2013,Sun City Christian Church,86-6091686,9745 W Palmeras Dr,,85373-2253,Sun City,AZ,9745 W Palmeras Dr,,85373-2253,Sun City,AZ,Maricopa,,(623) 972-6179,(623) 972-4562,office@suncitydoc.org,www.suncitydoc.org,Arizona,1,Y,sminor@suncitydoc.org,216,00:00.0,33.64315353,-112.2681478,High
30015,2013,Community Christian Church,86-0186085,1701 S College Ave,,85281-6694,Tempe,AZ,1701 S College Ave,,85281-6694,Tempe,AZ,Maricopa,,(480) 967-5266,(480) 968-4532,office@tempeccc.com,www.tempeccc.com,Arizona,1,Y,doug.bland@tempeccc.com,151,00:00.0,33.409271,-111.934349,High
30017,2013,First Christian Church,86-0113954,740 E Speedway Blvd,,85719-4499,Tucson,AZ,740 E Speedway Blvd,,85719-4499,Tucson,AZ,Pima,,(520) 624-8695,,tucsonfcc@gmail.com,firstchristianchurchtucson.org,Arizona,1,Y,fccailsa@gmail.com,97,00:00.0,32.2355,-110.959953,High
30019,2013,Saguaro Christian Church,86-0443279,8302 E Broadway Blvd,,85710-4008,Tucson,AZ,8302 E Broadway Blvd,,85710-4008,Tucson,AZ,Pima,,(520) 296-5901,(520) 298-0168,info@saguarochristian.org,www.saguarochristian.org,Arizona,1,Y,rev.o.r.chandler@saguarochristian.org,250,00:00.0,32.220001,-110.814598,High
30021,2013,Capilla del Sol Christian Church,86-0473822,"3130 W Overton Rd, P O Box 89357",,85752-9357,Tucson ,AZ,P O Box 89357,,85752-9357,Tucson,AZ,Pima,,(520) 742-4988,(520) 742-6670,office@capilladelsol.org,www.capilladelsol.org,Arizona,1,Y,minister@capilladelsol.org,133,00:00.0,32.37456512,-111.0346069,High
30023,2013,Desert Dove Christian Church,86-0564704,6163 S Midvale Pk Rd,,85746-3225,Tucson,AZ,6163 S Midvale Pk Rd,,85746-3225,Tucson,AZ,Pima,,(520) 294-3330,,office@desertdovechurch.org,www.desertdovechurch.org,Arizona,1,Y,pastor@desertdovechurch.org,59,00:00.0,32.139378,-110.997818,High
30026,2013,Iglesia Cristiana Ebenezer,86-0863817,"6909 S 12th Ave, P O Box 26392",,85726-6392,Tucson,AZ,P O Box 26392,,85726-6392,Tucson,AZ,Pima,,(520) 573-3639,(520) 792-0691,,,Arizona,1,Y,cross56lite@aol.com,24,00:00.0,32.126236,-110.977173,High
30028,2013,Templo Cristiano Central,86-1022238,2131 E Thomas Rd,,85016-7894,Phoenix,AZ,2131 E Thomas Rd,,85016-7894,Phoenix,AZ,Maricopa,,(602) 954-2077,,,,Arizona,1,F,jjlcobos@aol.com,88,00:00.0,33.479706,-112.034805,High
30029,2013,Chalice Christian Church,86-1048669,15303 S Gilbert Rd,,85296-5261,Gilbert,AZ,15303 S Gilbert Rd,,85296-5261,Gilbert,AZ,Maricopa,,(480) 227-1442,(480) 786-1442,chaliceoffice@gmail.com,www.chalicechristian.com,Arizona,1,Y,rev.abigail.conley@gmail.com,113,00:00.0,33.34365845,-111.7896881,Medium
30031,2013,Coolwater Christian Church,32-0046043,28181 N 56th St,,85266-8730,Scottsdale,AZ,28181 N 56th St,,85266-8730,Scottsdale,AZ,Maricopa,,(480) 585-5554,(480) 585-7711,,www.coolwaterchurch.org,Arizona,1,Y,david@coolwaterchurch.org,140,00:00.0,33.740524,-111.959244,High
30033,2013,Iglesia El Buen Samaritano,,3302 W Larkspur Dr,,85029-2241,Phoenix,AZ,3302 W Larkspur Dr,,85029-2241,Phoenix,AZ,Maricopa,,(602) 488-1084,(602) 866-9695,,,Arizona,1,F,grado.anna@yahoo.com,37,00:00.0,33.599564,-112.129852,High
30035,2011,Nuevo Horizonte Internacional,,"5035 N 55th Ave, Ste 5",,85301,Glendale,AZ,1417 S 121 ST DR,,85323-8154,Avondale ,AZ,Maricopa,,(623) 385-9168,(623) 875-3521,amadoxdios@hotmail.com,,Arizona,0,F,amadoxdios@hotmail.com,0,00:00.0,33.510979,-112.176956,High
30041,2013,Iglesia Hispana de Glendale,,6242 N 59th Ave,,85301-4436,Glendale,AZ,6242 N 59th Ave,,85301-4436,Glendale,AZ,Maricopa,,(623) 205-4735,,,,Arizona,0,F,minervaguzman@live.com,85,00:00.0,33.528736,-112.187386,High
30042,2013,Desert Heritage Church,,1020 N Horne St,,85203-4804,Mesa,AZ,1020 N Horne St,,85203-4804,Mesa,AZ,Maricopa,,(480) 969-5631,,,www.dhcmesa.com,Arizona,0,Y,paulw@dhcmesa.com,154,00:00.0,33.43397141,-111.8150635,High
30043,2011,Vida Nueva,,1701 S College Ave,,85281-6694,Tempe,AZ,1701 S College Ave,,85281-6694,Tempe,AZ,Maricopa,,(480) 967-5266,,,,Arizona,0,F,,0,00:00.0,33.409271,-111.934349,High
30046,2011,Haitian Christian Ministry,,465 Ray Rd,,85296-4001,Gilbert,AZ,P O Box 2645,,85244-2645,Chandler,AZ,Maricopa,,,,,,Arizona,0,Y,,0,00:00.0,33.3205452,-111.7799988,High
30047,2013,Alfa y Omega,26-4660865,2131 E Thomas Rd,,85016-7857,Phoenix,AZ,2131 E Thomas Rd,,85016-7857,Phoenix,AZ,Maricopa,,,,arturo1l@outlook.com,www.alfayomegadiscipulosdecristo.com/,Arizona,0,F,pastorarturolaguna@outlook.com,0,00:00.0,33.479706,-112.034805,High
30048,2011,Cristo en Pan de la Familia,,1701 S College Ave,,85281-6694,Tempe,AZ,1933 E Minton Dr,,85282-7355,Tempe,AZ,Maricopa,,(602) 499-3782,,,,Arizona,0,F,aurelopez@yahoo.com,0,00:00.0,33.409271,-111.934349,High
30049,2013,Iglesia Alas de Salvacion,45-4943045,15303 S Gilbert Rd,,85295-5261,Gilbert,AZ,113 W Tumbleweed Ct,,85233-6921,Gilbert,AZ,Maricopa,,(480) 233-6340,,pastormartin@alasdesalvacion.org,www.alasdesalvacion.org,Arizona,0,F,tapialori@aol.com,89,00:00.0,33.309162,-111.788933,High
30051,2013,Iglesia Cristiana Monte Los Olivos,,"3330 N 35th Ave, #3",,85017-5281,Phoenix,AZ,1338 N 41st Ave,,85009-3128,Phoenix,AZ,Maricopa,,,,monteolivos_2013@yahoo.com,,Arizona,0,F,,45,00:00.0,33.48676935,-112.1343787,High
39002,2011,Christian Church (Disciples of Christ) in Arizona,86-0177681,4423 N 24th Street #700,,85016-5544,Phoenix,AZ,"4432 N 24th St, Suite 700",,85016-5519,Phoenix,AZ,13,,(602) 468-3815,(602) 468-3816,region@arizinadisciples.com,www.arizonadisciples.com,Arizona,99,R,dwilliams@arizonadisciples.com,NULL,NULL,33.500927,-112.029625,High
40005,2013,First Christian Church,71-0510795,917 McNutt,,71923-3900,Arkadelphia,AR,917 McNutt,,71923-3900,Arkadelphia,AR,Clark,,(870) 246-4401,,,,Great River,2,Y,,8,00:00.0,34.12513644,-93.05633627,High
40007,2011,First Christian Church,71-0518660,"501 Victory St, P O Box 706",,72010-0706,Bald Knob,AR,P O Box 706,,72010-0706,Bald Knob,AR,White,,(501) 724-3413,(501) 724-2247,,,Great River,1,Y,,27,00:00.0,35.31028055,-91.56973332,High
40009,2013,Antioch Christian Church,71-0685502,8206 S Main,,72015-7922,Tull,AR,c/o April Bayles,8623 Sycamore St,72015-7922,Tull,AR,Saline,,(501) 778-2045,,,,Great River,1,Y,,50,00:00.0,34.43883352,-92.57738627,High
